"Dealer_No","Dealer_Name","Dealer_Region","Phone"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7105802"
"60504-7114","Saab-Belle Dodge","Aurora","8686312"
"38701-8047","Scrivener Performance Engineering","Greenville","6391285"
"99301-3882","Star Enterprises Inc","Pasco","6039740"
"53546-9427","Suburban Ford","Janesville","6030452"
"85257-3102","Tri-State Mack Inc","Scottsdale","8326155"
"78758-7841","Clay Johnson Auto Sales","Austin","7996103"
"38701-8047","Scrivener Performance Engineering","Aurora","7657286"
"99301-3882","Star Enterprises Inc","Greenville","6872800"
"53546-9427","Suburban Ford","Pasco","6912091"
"38701-8047","Gartner Buick Hyundai Saab","Janesville","8032082"
"99301-3882","Hatfield Volkswagen","Scottsdale","6815757"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6694756"
"38701-8047","Pars Auto Sales","Greenville","8392990"
"38701-8047","Scrivener Performance Engineering","Greenville","7846164"
"99301-3882","Star Enterprises Inc","Pasco","8084022"
"06457-3834","Diehl Motor CO Inc","Middletown","8391809"
"85257-3102","Tri-State Mack Inc","Scottsdale","7110948"
"99301-3882","Hatfield Volkswagen","Pasco","8329901"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","8763305"
"60504-7114","C & M Motors Inc","Aurora","7892325"
"38701-8047","Capitol KIA","Greenville","8334663"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","7293638"
"60504-7114","New Castle Ford Lincoln Mercury","Austin","6274977"
"53546-9427","Iceberg Rentals","Janesville","8648945"
"85257-3102","Rabun Used Car Sales","Greenville","7057618"
"99301-3882","Star Enterprises Inc","Pasco","7549587"
"06457-3834","Nebo Chevrolet","Middletown","7113046"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","8335453"
"38701-8047","Pars Auto Sales","Greenville","6300159"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6997661"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6242782"
"38701-8047","Scrivener Performance Engineering","Greenville","7447054"
"85257-3102","Tri-State Mack Inc","Austin","7997823"
"78758-7841","U-Haul CO","Austin","6210975"
"06457-3834","Nebo Chevrolet","Middletown","6819433"
"60504-7114","C & M Motors Inc","Aurora","7617719"
"38701-8047","Capitol KIA","Greenville","6149490"
"99301-3882","Chrysler of Tri-Cities","Pasco","8125061"
"06457-3834","Diehl Motor CO Inc","Middletown","7420373"
"85257-3102","Classic Chevy","Scottsdale","6140121"
"78758-7841","Clay Johnson Auto Sales","Austin","6998150"
"78758-7841","U-Haul CO","Austin","7259508"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6534667"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","7183964"
"78758-7841","Race Car Help","Austin","7588637"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6113518"
"85257-3102","Rabun Used Car Sales","Scottsdale","7633579"
"38701-8047","Scrivener Performance Engineering","Greenville","8238192"
"60504-7114","Saab-Belle Dodge","Aurora","6114414"
"53546-9427","Suburban Ford","Janesville","6666212"
"85257-3102","Tri-State Mack Inc","Scottsdale","7904605"
"53546-9427","Iceberg Rentals","Austin","7811768"
"85257-3102","McKinney Dodge Chrysler Jeep","Janesville","8168355"
"78758-7841","Motor Vehicle Branch Office","Scottsdale","8244527"
"06457-3834","Nebo Chevrolet","Austin","6094968"
"60504-7114","New Castle Ford Lincoln Mercury","Middletown","8835250"
"38701-8047","Pars Auto Sales","Aurora","8234553"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Greenville","6458942"
"53546-9427","Progressive Shippers Cooperative Association No","Pasco","7551020"
"85257-3102","Rabun Used Car Sales","Janesville","7232494"
"78758-7841","Race Car Help","Scottsdale","7723939"
"99301-3882","Chrysler of Tri-Cities","Pasco","7208561"
"60504-7114","Enterprise Rent A Car","Aurora","7211883"
"85257-3102","Classic Chevy","Scottsdale","8165297"
"85257-3102","Tri-State Mack Inc","Austin","8442957"
"78758-7841","Race Car Help","Austin","8628033"
"38701-8047","Capitol KIA","Greenville","8365514"
"06457-3834","Diehl Motor CO Inc","Middletown","7870608"
"60504-7114","Enterprise Rent A Car","Aurora","7472100"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","7724578"
"78758-7841","U-Haul CO","Austin","7765697"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","7126583"
"60504-7114","C & M Motors Inc","Aurora","7403737"
"53546-9427","Suburban Ford","Austin","8346962"
"85257-3102","Tri-State Mack Inc","Middletown","8892426"
"78758-7841","U-Haul CO","Aurora","8877606"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6957132"
"60504-7114","Saab-Belle Dodge","Aurora","7246448"
"85257-3102","McKinney Dodge Chrysler Jeep","Austin","6425976"
"38701-8047","Capitol KIA","Greenville","6669371"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Greenville","8593764"
"06457-3834","Diehl Motor CO Inc","Middletown","8076994"
"60504-7114","Enterprise Rent A Car","Aurora","7839190"
"85257-3102","Rabun Used Car Sales","Scottsdale","6353220"
"99301-3882","Hatfield Volkswagen","Pasco","8354768"
"53546-9427","Iceberg Rentals","Janesville","8356652"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","7147517"
"53546-9427","Chrysler Plymouth","Janesville","7118683"
"99301-3882","Star Enterprises Inc","Pasco","6962712"
"78758-7841","Clay Johnson Auto Sales","Austin","6250828"
"85257-3102","Tri-State Mack Inc","Scottsdale","6454928"
"78758-7841","U-Haul CO","Austin","7340985"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6096965"
"53546-9427","Iceberg Rentals","Janesville","7495123"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","7817716"
"78758-7841","Motor Vehicle Branch Office","Austin","8400138"
"06457-3834","Nebo Chevrolet","Middletown","7306732"
"06457-3834","Nebo Chevrolet","Middletown","7562047"
"38701-8047","Pars Auto Sales","Greenville","8072235"
"85257-3102","Tri-State Mack Inc","Scottsdale","6043682"
"53546-9427","Chrysler Plymouth","Janesville","6069761"
"85257-3102","Classic Chevy","Scottsdale","8586404"
"85257-3102","Rabun Used Car Sales","Scottsdale","8352544"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","6140062"
"53546-9427","Iceberg Rentals","Janesville","8794550"
"60504-7114","C & M Motors Inc","Pasco","6338899"
"38701-8047","Capitol KIA","Janesville","7155290"
"99301-3882","Chrysler of Tri-Cities","Scottsdale","8803058"
"53546-9427","Chrysler Plymouth","Austin","7445884"
"78758-7841","Clay Johnson Auto Sales","Middletown","8057675"
"06457-3834","Diehl Motor CO Inc","Aurora","7140810"
"85257-3102","Tri-State Mack Inc","Scottsdale","8325967"
"06457-3834","Nebo Chevrolet","Middletown","6956762"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","6303881"
"85257-3102","Rabun Used Car Sales","Scottsdale","6591969"
"78758-7841","Race Car Help","Austin","6229581"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Austin","6593175"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","8615742"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8082301"
"85257-3102","Rabun Used Car Sales","Scottsdale","7358515"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","8885238"
"99301-3882","Hatfield Volkswagen","Pasco","7482265"
"53546-9427","Iceberg Rentals","Janesville","6565586"
"53546-9427","Iceberg Rentals","Janesville","6606252"
"38701-8047","Gartner Buick Hyundai Saab","Pasco","8805777"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","8231592"
"38701-8047","Pars Auto Sales","Greenville","8904710"
"60504-7114","Saab-Belle Dodge","Aurora","8618746"
"78758-7841","Race Car Help","Austin","7226687"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","8038516"
"53546-9427","Iceberg Rentals","Scottsdale","8219690"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6770826"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6952282"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","7642845"
"78758-7841","Clay Johnson Auto Sales","Austin","8622255"
"06457-3834","Diehl Motor CO Inc","Middletown","8001985"
"60504-7114","Saab-Belle Dodge","Aurora","7877439"
"38701-8047","Scrivener Performance Engineering","Greenville","8111285"
"60504-7114","Enterprise Rent A Car","Aurora","7611502"
"53546-9427","Suburban Ford","Janesville","7268316"
"85257-3102","Tri-State Mack Inc","Scottsdale","8680364"
"78758-7841","U-Haul CO","Austin","6478709"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6613517"
"38701-8047","Scrivener Performance Engineering","Greenville","7388745"
"99301-3882","Star Enterprises Inc","Pasco","8958661"
"53546-9427","Suburban Ford","Janesville","6343726"
"38701-8047","Scrivener Performance Engineering","Aurora","7959513"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","7180529"
"60504-7114","C & M Motors Inc","Aurora","7724670"
"38701-8047","Capitol KIA","Greenville","6293465"
"99301-3882","Chrysler of Tri-Cities","Pasco","6231795"
"53546-9427","Chrysler Plymouth","Janesville","6003019"
"85257-3102","Classic Chevy","Scottsdale","8200786"
"78758-7841","Clay Johnson Auto Sales","Austin","8936179"
"06457-3834","Diehl Motor CO Inc","Middletown","6394998"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6508002"
"60504-7114","Saab-Belle Dodge","Aurora","6793239"
"38701-8047","Scrivener Performance Engineering","Greenville","7898000"
"99301-3882","Star Enterprises Inc","Pasco","7868437"
"53546-9427","Suburban Ford","Janesville","6459452"
"85257-3102","Tri-State Mack Inc","Scottsdale","6272089"
"78758-7841","U-Haul CO","Austin","7516991"
"38701-8047","Pars Auto Sales","Greenville","8190949"
"85257-3102","Rabun Used Car Sales","Scottsdale","8167695"
"78758-7841","Race Car Help","Austin","8261857"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6289576"
"60504-7114","Saab-Belle Dodge","Aurora","7916688"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","8668411"
"06457-3834","Nebo Chevrolet","Middletown","6863414"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","6244027"
"38701-8047","Pars Auto Sales","Greenville","6882712"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6634387"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8751528"
"85257-3102","Rabun Used Car Sales","Scottsdale","7567928"
"78758-7841","Race Car Help","Austin","6581741"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6149871"
"60504-7114","Saab-Belle Dodge","Aurora","8436890"
"38701-8047","Scrivener Performance Engineering","Greenville","7776498"
"38701-8047","Pars Auto Sales","Greenville","8682906"
"85257-3102","McKinney Dodge Chrysler Jeep","Austin","8754794"
"78758-7841","Motor Vehicle Branch Office","Middletown","8207120"
"06457-3834","Nebo Chevrolet","Aurora","8386480"
"60504-7114","New Castle Ford Lincoln Mercury","Greenville","6036680"
"38701-8047","Pars Auto Sales","Pasco","6757010"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Janesville","8351597"
"53546-9427","Progressive Shippers Cooperative Association No","Scottsdale","8109799"
"85257-3102","Rabun Used Car Sales","Austin","7573444"
"78758-7841","Race Car Help","Middletown","6432279"
"06457-3834","Ryder Truck Rental and Leasing","Aurora","7576164"
"60504-7114","Saab-Belle Dodge","Greenville","6128020"
"38701-8047","Pars Auto Sales","Greenville","8215451"
"85257-3102","Rabun Used Car Sales","Scottsdale","6910419"
"78758-7841","Race Car Help","Austin","6052525"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7910938"
"60504-7114","Saab-Belle Dodge","Aurora","6876108"
"38701-8047","Scrivener Performance Engineering","Greenville","8071977"
"99301-3882","Star Enterprises Inc","Pasco","6684157"
"53546-9427","Suburban Ford","Janesville","8518456"
"85257-3102","Tri-State Mack Inc","Scottsdale","6234143"
"99301-3882","Star Enterprises Inc","Greenville","7875301"
"53546-9427","Iceberg Rentals","Pasco","7130801"
"85257-3102","McKinney Dodge Chrysler Jeep","Janesville","6112787"
"53546-9427","Iceberg Rentals","Janesville","8954446"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","8468116"
"78758-7841","Motor Vehicle Branch Office","Austin","6195962"
"06457-3834","Nebo Chevrolet","Middletown","6830324"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","8098177"
"38701-8047","Scrivener Performance Engineering","Greenville","6764771"
"99301-3882","Star Enterprises Inc","Pasco","8873226"
"53546-9427","Suburban Ford","Janesville","7594859"
"85257-3102","Tri-State Mack Inc","Scottsdale","7506606"
"78758-7841","U-Haul CO","Austin","6128307"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","7108592"
"60504-7114","C & M Motors Inc","Aurora","7620427"
"38701-8047","Capitol KIA","Greenville","7487171"
"53546-9427","Suburban Ford","Janesville","8330263"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6993226"
"78758-7841","U-Haul CO","Austin","8615009"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8147942"
"85257-3102","Rabun Used Car Sales","Scottsdale","7629200"
"78758-7841","Race Car Help","Austin","7031656"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6222081"
"53546-9427","Suburban Ford","Janesville","7703525"
"99301-3882","Star Enterprises Inc","Janesville","8741284"
"53546-9427","Suburban Ford","Scottsdale","6102137"
"85257-3102","Tri-State Mack Inc","Austin","6925810"
"78758-7841","U-Haul CO","Janesville","6031986"
"53546-9427","Progressive Shippers Cooperative Association No","Scottsdale","8878007"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","8080784"
"85257-3102","Rabun Used Car Sales","Austin","8960585"
"06457-3834","Ryder Truck Rental and Leasing","Aurora","7852093"
"78758-7841","U-Haul CO","Austin","6072085"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","6491396"
"60504-7114","C & M Motors Inc","Aurora","8270856"
"38701-8047","Capitol KIA","Greenville","8428735"
"99301-3882","Chrysler of Tri-Cities","Pasco","8587043"
"53546-9427","Chrysler Plymouth","Janesville","8569670"
"85257-3102","Classic Chevy","Scottsdale","7279140"
"78758-7841","Clay Johnson Auto Sales","Austin","8804986"
"06457-3834","Diehl Motor CO Inc","Middletown","8660295"
"60504-7114","Enterprise Rent A Car","Aurora","7078787"
"78758-7841","U-Haul CO","Austin","8967352"
"99301-3882","Hatfield Volkswagen","Pasco","8699913"
"53546-9427","Iceberg Rentals","Janesville","8016344"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","8827606"
"78758-7841","Motor Vehicle Branch Office","Austin","8252709"
"06457-3834","Nebo Chevrolet","Middletown","6334955"
"38701-8047","Pars Auto Sales","Greenville","7609982"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","7516435"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","7941911"
"85257-3102","Rabun Used Car Sales","Scottsdale","7297934"
"78758-7841","Race Car Help","Austin","8390244"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7152670"
"53546-9427","Chrysler Plymouth","Janesville","6542076"
"85257-3102","Classic Chevy","Scottsdale","6557601"
"78758-7841","Clay Johnson Auto Sales","Austin","8863494"
"38701-8047","Scrivener Performance Engineering","Austin","6001861"
"60504-7114","Enterprise Rent A Car","Aurora","8910463"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","6670679"
"99301-3882","Hatfield Volkswagen","Pasco","8991096"
"78758-7841","Motor Vehicle Branch Office","Austin","7754893"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","8411393"
"06457-3834","Nebo Chevrolet","Middletown","7964183"
"99301-3882","Chrysler of Tri-Cities","Pasco","7674294"
"53546-9427","Chrysler Plymouth","Janesville","6265125"
"85257-3102","Classic Chevy","Scottsdale","8575473"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","7605134"
"60504-7114","Enterprise Rent A Car","Aurora","7288507"
"99301-3882","Hatfield Volkswagen","Pasco","8120480"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","7070434"
"99301-3882","Hatfield Volkswagen","Pasco","7235059"
"53546-9427","Iceberg Rentals","Janesville","7591393"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","6623838"
"78758-7841","Motor Vehicle Branch Office","Austin","7118291"
"85257-3102","McKinney Dodge Chrysler Jeep","Austin","7499820"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","7981833"
"78758-7841","Motor Vehicle Branch Office","Austin","7419598"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","8415527"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6110662"
"38701-8047","Scrivener Performance Engineering","Greenville","7165491"
"99301-3882","Star Enterprises Inc","Pasco","6649974"
"85257-3102","Tri-State Mack Inc","Scottsdale","7778471"
"60504-7114","C & M Motors Inc","Aurora","7145089"
"78758-7841","U-Haul CO","Austin","8241527"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","6237392"
"60504-7114","C & M Motors Inc","Aurora","7216109"
"38701-8047","Capitol KIA","Greenville","7725411"
"99301-3882","Chrysler of Tri-Cities","Pasco","6392329"
"53546-9427","Chrysler Plymouth","Janesville","8020833"
"85257-3102","Classic Chevy","Scottsdale","8402774"
"38701-8047","Scrivener Performance Engineering","Greenville","8466578"
